"TOA5","CR1000","CR1000","1431","CR1000.Std.29","CPU:multipyr_(13-feb-2023).CR1","55357","Table1"
"TIMESTAMP","RECORD","Global_Avg","Diffuse_Avg","Beam_Avg","PYRH_R_Avg","UV_volt_Avg","TempUV_AVG","PYRG_volt_Avg","PYRG_R_Avg","PPFD_Avg","PV1_Avg","Global_Std","Diffuse_Std","Beam_Std","PV1_Std"
"TS","RN","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV"
"","","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Std","Std","Std","Std"
"2025-07-07 00:04:00",1018164,-4.474,-4.477,0,106.9,11.75,24.93,-0.145,107.9,-0.058,-0.764,0,0,0,0.579
"2025-07-07 00:05:00",1018165,-4.474,-4.477,0.14,106.9,11.82,24.92,-0.147,107.9,-0.115,-0.756,0,0,0.165,0.569
"2025-07-07 00:06:00",1018166,-4.474,-4.477,0.19,106.9,11.95,24.93,-0.154,107.8,-0.115,-0.786,0,0,0.166,0.608
"2025-07-07 00:07:00",1018167,-4.451,-4.477,0.011,106.9,12.11,24.93,-0.156,107.8,-0.115,-0.83,0.086,0,0.06,0.624
"2025-07-07 00:08:00",1018168,-4.474,-4.477,0,106.9,12.13,24.93,-0.157,107.8,-0.115,-0.815,0,0,0,0.622
"2025-07-07 00:09:00",1018169,-4.474,-4.477,0,106.9,11.99,24.93,-0.159,107.8,-0.115,-0.808,0,0,0,0.587
"2025-07-07 00:10:00",1018170,-4.204,-4.477,0,106.9,11.8,24.93,-0.162,107.8,-0.058,-0.764,0.142,0,0,0.585
"2025-07-07 00:11:00",1018171,-3.981,-4.464,0,106.9,11.8,24.95,-0.161,107.8,-0.058,-0.756,0.171,0.067,0,0.564
"2025-07-07 00:12:00",1018172,-3.837,-4.452,0,106.9,11.87,24.96,-0.159,107.8,-0.115,-0.764,0.123,0.093,0,0.551
"2025-07-07 00:13:00",1018173,-3.82,-4.458,0,106.9,11.85,24.96,-0.156,107.8,-0.058,-0.786,0.103,0.081,0,0.564
"2025-07-07 00:14:00",1018174,-4.061,-3.923,0,106.9,11.87,24.96,-0.156,107.8,-0.058,-0.786,0.138,0.198,0,0.558
"2025-07-07 00:15:00",1018175,-4.13,-3.73,0,106.9,11.77,24.95,-0.156,107.8,-0.058,-0.749,0,0,0,0.547
"2025-07-07 00:16:00",1018176,-4.13,-3.73,0,106.9,11.8,24.95,-0.157,107.8,-0.115,-0.742,0,0,0,0.549
"2025-07-07 00:17:00",1018177,-4.13,-3.73,0.022,106.9,11.77,24.94,-0.161,107.8,-0.173,-0.756,0,0,0.084,0.569
"2025-07-07 00:18:00",1018178,-4.13,-3.73,0.229,106.9,11.72,24.93,-0.165,107.8,-0.173,-0.756,0,0,0.156,0.558
"2025-07-07 00:19:00",1018179,-4.222,-3.73,0.257,107,11.76,24.93,-0.17,107.9,-0.115,-0.742,0.152,0,0.142,0.554
"2025-07-07 00:20:00",1018180,-4.17,-3.73,0.022,107,11.77,24.93,-0.172,107.9,-0.058,-0.764,0.11,0,0.084,0.579
"2025-07-07 00:21:00",1018181,-4.136,-3.786,0,107,11.74,24.93,-0.168,107.9,-0.173,-0.749,0.044,0.133,0,0.553
"2025-07-07 00:22:00",1018182,-4.13,-3.973,0,107,11.76,24.93,-0.163,107.8,-0.058,-0.749,0,0.234,0,0.553
"2025-07-07 00:23:00",1018183,-4.141,-4.048,0,107,11.76,24.93,-0.159,107.8,-0.173,-0.756,0.062,0.271,0,0.569
"2025-07-07 00:24:00",1018184,-4.187,-4.47,0,107,11.79,24.93,-0.163,107.8,-0.058,-0.734,0.128,0.048,0,0.555
"2025-07-07 00:25:00",1018185,-4.336,-4.477,0,107,11.74,24.93,-0.174,107.8,-0.115,-0.749,0.169,0,0,0.565
"2025-07-07 00:26:00",1018186,-4.164,-4.477,0,107,11.76,24.93,-0.187,107.9,-0.115,-0.749,0.103,0,0,0.553
"2025-07-07 00:27:00",1018187,-4.474,-4.477,0,107,11.77,24.93,-0.203,107.8,-0.115,-0.742,0,0,0,0.554
"2025-07-07 00:28:00",1018188,-4.474,-4.477,-0.011,107,11.78,24.92,-0.209,107.8,-0.058,-0.756,0,0,0.06,0.569
"2025-07-07 00:29:00",1018189,-4.474,-4.477,-0.207,107,11.76,24.92,-0.205,107.8,-0.173,-0.749,0,0,0.163,0.571
"2025-07-07 00:30:00",1018190,-4.445,-4.476,-0.307,106.9,11.79,24.92,-0.197,107.8,-0.115,-0.749,0.095,0,0.093,0.571
"2025-07-07 00:31:00",1018191,-4.17,-4.476,-0.078,106.9,11.75,24.92,-0.181,107.8,-0.173,-0.749,0.11,0,0.142,0.553
"2025-07-07 00:32:00",1018192,-4.13,-4.476,0,107,12.05,24.93,-0.177,107.8,-0.115,-0.837,0,0,0,0.632
"2025-07-07 00:33:00",1018193,-3.998,-4.476,0,106.9,12.12,24.93,-0.184,107.8,-0.115,-0.822,0.167,0,0,0.636
"2025-07-07 00:34:00",1018194,-4.027,-4.476,0,107,12.05,24.93,-0.185,107.8,-0.058,-0.83,0.158,0,0,0.613
"2025-07-07 00:35:00",1018195,-4.13,-4.476,0,107,11.97,24.93,-0.182,107.8,-0.173,-0.778,0,0,0,0.571
"2025-07-07 00:36:00",1018196,-4.027,-4.476,0,107,11.73,24.93,-0.173,107.8,-0.173,-0.749,0.158,0,0,0.559
"2025-07-07 00:37:00",1018197,-4.072,-4.476,0,107,11.77,24.94,-0.165,107.8,-0.058,-0.756,0.128,0,0,0.569
"2025-07-07 00:38:00",1018198,-4.13,-4.476,0,107,11.81,24.94,-0.164,107.8,-0.058,-0.749,0,0,0,0.565
"2025-07-07 00:39:00",1018199,-4.13,-4.476,0,106.9,11.84,24.95,-0.17,107.8,-0.058,-0.749,0,0,0,0.553
"2025-07-07 00:40:00",1018200,-4.107,-4.476,0,106.9,11.9,24.95,-0.172,107.9,-0.058,-0.771,0.086,0,0,0.561
"2025-07-07 00:41:00",1018201,-4.038,-4.476,0,106.9,11.82,24.95,-0.173,107.9,-0.115,-0.756,0.152,0,0,0.546
"2025-07-07 00:42:00",1018202,-4.13,-4.477,0,106.9,11.76,24.95,-0.178,107.8,-0.115,-0.756,0,0,0,0.558
"2025-07-07 00:43:00",1018203,-3.866,-4.477,0,106.9,11.85,24.95,-0.185,107.8,-0.115,-0.764,0.146,0,0,0.568
"2025-07-07 00:44:00",1018204,-3.791,-4.477,0,106.9,11.83,24.95,-0.183,107.8,-0.058,-0.756,0.044,0,0,0.575
"2025-07-07 00:45:00",1018205,-3.975,-4.477,0,106.9,11.77,24.94,-0.175,107.8,-0.173,-0.749,0.171,0,0,0.559
"2025-07-07 00:46:00",1018206,-3.918,-4.477,0,107,11.79,24.94,-0.172,107.8,-0.115,-0.764,0.167,0,0,0.585
"2025-07-07 00:47:00",1018207,-3.975,-4.477,0,107,11.8,24.94,-0.168,107.8,-0.115,-0.764,0.171,0,0,0.579
"2025-07-07 00:48:00",1018208,-3.969,-4.477,0,107,11.81,24.93,-0.168,107.8,-0.115,-0.749,0.172,0,0,0.565
"2025-07-07 00:49:00",1018209,-4.095,-4.477,0,107,11.76,24.93,-0.17,107.8,-0.173,-0.764,0.103,0,0,0.568
"2025-07-07 00:50:00",1018210,-3.786,-4.477,0,107,11.76,24.93,-0.169,107.8,-0.058,-0.749,0,0,0,0.571
"2025-07-07 00:51:00",1018211,-3.992,-4.477,0,107,11.78,24.93,-0.166,107.8,-0.058,-0.742,0.169,0,0,0.554
"2025-07-07 00:52:00",1018212,-4.032,-4.477,0,107,11.79,24.93,-0.162,107.8,-0.058,-0.756,0.155,0,0,0.569
"2025-07-07 00:53:00",1018213,-4.004,-4.477,0,107,11.79,24.92,-0.163,107.8,-0.173,-0.742,0.166,0,0,0.554
"2025-07-07 00:54:00",1018214,-3.786,-4.47,-0.006,107,11.79,24.92,-0.171,107.8,-0.058,-0.764,0,0.048,0.043,0.562
"2025-07-07 00:55:00",1018215,-3.786,-4.371,0,107,11.8,24.92,-0.183,107.8,-0.115,-0.756,0,0.168,0,0.564
"2025-07-07 00:56:00",1018216,-3.883,-4.47,0,106.9,12.09,24.93,-0.199,107.8,-0.058,-0.845,0.155,0.048,0,0.645
