# KT DF
0.7874 0.2283
0.7870 0.2291
0.7858 0.2311
0.7838 0.2346
0.7809 0.2397
0.7770 0.2466
0.7720 0.2554
0.7657 0.2665
0.7579 0.2805
0.7480 0.2979
0.7355 0.3197
0.7197 0.3473
0.6991 0.3827
0.6719 0.4296
0.6347 0.4937
0.5822 0.5861
0.5044 0.7260
