# KT DF
0.7771 0.4774
0.7766 0.4785
0.7751 0.4821
0.7724 0.4882
0.7686 0.4968
0.7634 0.5083
0.7568 0.5230
0.7483 0.5411
0.7377 0.5633
0.7242 0.5900
0.7070 0.6221
0.6847 0.6605
0.6557 0.7064
0.6175 0.7613
0.5675 0.8262
0.5027 0.8995
0.4221 0.9682
