# KT DF
0.7777 0.1729
0.7773 0.1734
0.7760 0.1749
0.7736 0.1773
0.7704 0.1808
0.7659 0.1855
0.7602 0.1915
0.7530 0.1991
0.7441 0.2087
0.7329 0.2206
0.7189 0.2354
0.7011 0.2541
0.6782 0.2781
0.6482 0.3099
0.6080 0.3542
0.5522 0.4202
0.4716 0.5293
