# KT DF
0.7317 0.1674
0.7312 0.1679
0.7295 0.1695
0.7267 0.1722
0.7226 0.1761
0.7173 0.1814
0.7104 0.1883
0.7019 0.1971
0.6913 0.2084
0.6783 0.2228
0.6623 0.2414
0.6426 0.2655
0.6180 0.2979
0.5868 0.3427
0.5466 0.4074
0.4933 0.5062
0.4214 0.6666
