# KT DF
0.7888 0.2272
0.7884 0.2279
0.7872 0.2300
0.7852 0.2334
0.7822 0.2384
0.7783 0.2451
0.7732 0.2539
0.7669 0.2649
0.7591 0.2788
0.7492 0.2962
0.7368 0.3179
0.7208 0.3451
0.6997 0.3799
0.6712 0.4256
0.6319 0.4878
0.5760 0.5778
0.4938 0.7163
