# KT DF
0.7881 0.2270
0.7877 0.2277
0.7865 0.2298
0.7845 0.2332
0.7816 0.2382
0.7776 0.2449
0.7726 0.2537
0.7664 0.2647
0.7586 0.2786
0.7488 0.2960
0.7364 0.3177
0.7205 0.3450
0.6996 0.3798
0.6714 0.4255
0.6325 0.4879
0.5772 0.5780
0.4959 0.7166
