# KT DF
0.7313 0.1669
0.7307 0.1674
0.7291 0.1690
0.7263 0.1717
0.7223 0.1757
0.7169 0.1810
0.7101 0.1880
0.7016 0.1969
0.6911 0.2082
0.6782 0.2227
0.6623 0.2413
0.6427 0.2656
0.6182 0.2981
0.5871 0.3430
0.5470 0.4078
0.4939 0.5068
0.4224 0.6673
