# KT DF
0.7874 0.2263
0.7870 0.2270
0.7858 0.2290
0.7838 0.2325
0.7809 0.2376
0.7771 0.2444
0.7721 0.2531
0.7658 0.2642
0.7580 0.2781
0.7481 0.2954
0.7357 0.3170
0.7199 0.3444
0.6994 0.3796
0.6721 0.4261
0.6349 0.4898
0.5820 0.5814
0.5028 0.7205
