# KT DF
0.7888 0.2272
0.7884 0.2279
0.7871 0.2299
0.7851 0.2334
0.7822 0.2384
0.7783 0.2451
0.7732 0.2539
0.7669 0.2649
0.7590 0.2788
0.7492 0.2962
0.7367 0.3178
0.7207 0.3451
0.6996 0.3799
0.6712 0.4256
0.6322 0.4880
0.5768 0.5784
0.4960 0.7176
