# KT DF
0.7832 0.3647
0.7827 0.3657
0.7814 0.3687
0.7790 0.3738
0.7756 0.3812
0.7711 0.3910
0.7652 0.4036
0.7578 0.4194
0.7485 0.4390
0.7369 0.4630
0.7219 0.4924
0.7026 0.5285
0.6770 0.5731
0.6428 0.6291
0.5965 0.7005
0.5336 0.7923
0.4494 0.9035
