-------------------------------------------  SZA (0, 90, 5)  ---------------------------------------------
	WLINF	WLSUP	FFEW		TOPDN		TOPUP	TOPDIR		BOTDN	BOTUP	BOTDIR
	(μm)		(μm)		(μm)		(W/m²)		(W/m²)	(W/m²)		(W/m²)	(W/m²)	(W/m²)
----------------------------------------------------------------------------------------------------------
     0.2800     4.0000     3.7200  1.3476E+03  1.9238E+02  1.3476E+03  1.0622E+03  1.5933E+02  8.2100E+02
     0.2800     4.0000     3.7200  1.3425E+03  1.9182E+02  1.3425E+03  1.0576E+03  1.5864E+02  8.1675E+02
     0.2800     4.0000     3.7200  1.3272E+03  1.9017E+02  1.3272E+03  1.0439E+03  1.5659E+02  8.0406E+02
     0.2800     4.0000     3.7200  1.3017E+03  1.8744E+02  1.3017E+03  1.0213E+03  1.5319E+02  7.8307E+02
     0.2800     4.0000     3.7200  1.2664E+03  1.8368E+02  1.2664E+03  9.8981E+02  1.4847E+02  7.5400E+02
     0.2800     4.0000     3.7200  1.2214E+03  1.7894E+02  1.2214E+03  9.4981E+02  1.4247E+02  7.1717E+02
     0.2800     4.0000     3.7200  1.1671E+03  1.7327E+02  1.1671E+03  9.0161E+02  1.3524E+02  6.7301E+02
     0.2800     4.0000     3.7200  1.1039E+03  1.6675E+02  1.1039E+03  8.4565E+02  1.2685E+02  6.2204E+02
     0.2800     4.0000     3.7200  1.0323E+03  1.5942E+02  1.0323E+03  7.8242E+02  1.1736E+02  5.6489E+02
     0.2800     4.0000     3.7200  9.5292E+02  1.5134E+02  9.5292E+02  7.1253E+02  1.0688E+02  5.0233E+02
     0.2800     4.0000     3.7200  8.6624E+02  1.4255E+02  8.6624E+02  6.3670E+02  9.5506E+01  4.3526E+02
     0.2800     4.0000     3.7200  7.7297E+02  1.3303E+02  7.7297E+02  5.5576E+02  8.3364E+01  3.6481E+02
     0.2800     4.0000     3.7200  6.7382E+02  1.2273E+02  6.7382E+02  4.7068E+02  7.0601E+01  2.9235E+02
     0.2800     4.0000     3.7200  5.6953E+02  1.1149E+02  5.6953E+02  3.8264E+02  5.7396E+01  2.1968E+02
     0.2800     4.0000     3.7200  4.6092E+02  9.9000E+01  4.6092E+02  2.9316E+02  4.3974E+01  1.4930E+02
     0.2800     4.0000     3.7200  3.4879E+02  8.4591E+01  3.4879E+02  2.0435E+02  3.0652E+01  8.4962E+01
     0.2800     4.0000     3.7200  2.3401E+02  6.6781E+01  2.3401E+02  1.1963E+02  1.7945E+01  3.2885E+01
----------------------------------------------------------------------------------------------------------
